,names,firstVsLast,gender,locality1,locality1Names,locality2,locality2Names
52263,аврелій,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52264,святослав,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52265,климент,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52266,гордій,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52267,тарас,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52268,миколай,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52269,захар,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52270,богдан,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52271,демʼян,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52272,олекса,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52273,хома,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52274,алевтин,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52275,симон,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52276,федір,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52277,ярослав,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52278,едуард,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52279,геннадій,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52280,марко,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52281,августин,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52282,пантелеймон,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52283,пармен,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52284,онисим,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52285,руслан,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52286,стефан,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52287,станіслав,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52288,олег,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52289,прохір,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52290,борислав,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52291,ігор,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52292,йосип,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52293,ярема,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52294,ігнат,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52295,арсен,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52296,ілля,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52297,лесь,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52298,ростислав,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52299,гаврило,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52300,теодор,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52301,максим,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52302,богодар,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52303,дмитро,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52304,демид,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52305,омелян,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52306,пилип,Firstname,Male,uk,ukrainian,uk_UA,Ukrainian
52307,ґереґа,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52308,баштан,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52309,стець,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52310,карась,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52311,байдак,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52312,яременко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52313,корпанюк,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52314,кабалюк,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52315,вергун,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52316,башполченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52317,гузь,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52318,закусило,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52319,іващенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52320,матяш,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52321,дейнека,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52322,ірванець,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52323,зайченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52324,худобʼяк,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52325,лемешко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52326,барабаш,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52327,аврамчук,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52328,тичина,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52329,опанасенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52330,голик,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52331,павленко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52332,атрощенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52333,зінченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52334,даньків,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52335,єрмоленко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52336,затовканюк,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52337,забарний,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52338,чміль,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52339,валенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52340,матвієнко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52341,кибкало,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52342,конопленко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52343,рудик,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52344,джунь,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52345,бабійчук,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52346,запорожець,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52347,шевченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52348,лагода,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52349,демʼянюк,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52350,артеменко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52351,туркало,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52352,вернидуб,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52353,ващенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52354,карпенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52355,заїка,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52356,ґерета,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52357,лубенець,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52358,вітер,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52359,ейбоженко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52360,ємельяненко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52361,терещенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52362,швачка,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52363,масоха,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52364,приходько,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52365,єрченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52366,яремко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52367,атаманюк,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52368,єсипенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52369,конопля,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52370,христенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52371,архипенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52372,алексійчук,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52373,зарудний,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52374,мірошниченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52375,андрієвич,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52376,юрченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52377,батюк,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52378,колодуб,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52379,пушкар,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52380,макаренко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52381,аверченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52382,сімашкевич,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52383,голобородько,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52384,токар,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52385,панчук,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52386,дахно,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52387,дараган,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52388,фурс,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52389,дубас,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52390,акименко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52391,назаренко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52392,гайворонський,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52393,литвин,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52394,атаманчук,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52395,журавель,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52396,микитюк,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52397,теличенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52398,арсенич,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52399,хмара,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52400,бабич,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52401,ґжицький,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52402,ємець,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52403,івасюк,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52404,ватаманюк,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52405,батуринець,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52406,пелех,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52407,лавренко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52408,юрчишин,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52409,тихий,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52410,гайденко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52411,бараник,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52412,негода,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52413,данильчук,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52414,чаленко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52415,оліфіренко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52416,шеремета,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52417,дергач,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52418,яценюк,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52419,даценко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52420,канівець,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52421,онуфрієнко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52422,асаула,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52423,терещук,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52424,москаль,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52425,щербак,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52426,джус,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52427,александренко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52428,швайка,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52429,скирда,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52430,дерегус,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52431,ільченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52432,усик,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52433,вовк,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52434,рябець,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52435,зінкевич,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52436,дубенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52437,вакуленко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52438,давимука,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52439,дробʼязко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52440,журба,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52441,ляшко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52442,тимчук,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52443,непорожній,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52444,ґалаґан,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52445,корбут,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52446,охримович,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52447,рубець,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52448,захарченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52449,тимченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52450,бабак,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52451,бандурка,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52452,скорик,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52453,верховинець,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52454,пустовіт,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52455,овсієнко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52456,їжак,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52457,тягнибок,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52458,гречаник,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52459,деревʼянко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52460,забіла,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52461,щербань,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52462,ільєнко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52463,христич,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52464,ґоляш,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52465,вівчаренко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52466,акуленко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52467,єрьоменко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52468,макогон,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52469,шморгун,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52470,андрусенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52471,архимович,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52472,шамрай,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52473,андрейко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52474,перепелиця,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52475,чарниш,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52476,іщак,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52477,бездітко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52478,баранник,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52479,мазур,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52480,затула,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52481,полтавець,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52482,рак,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52483,цісик,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52484,дзюба,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52485,семенченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52486,данченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52487,носенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52488,франчук,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52489,деркач,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52490,лупій,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52491,артимович,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52492,цушко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52493,гайда,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52494,тригуб,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52495,щириця,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52496,юрчук,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52497,єресько,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52498,іщенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52499,бебешко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52500,штепа,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52501,ящук,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52502,мамчур,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52503,василечко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52504,девдюк,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52505,жученко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52506,їжакевич,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52507,шелест,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52508,бабʼяк,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52509,іванченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52510,романець,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52511,міщенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52512,василевич,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52513,швачко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52514,ткаченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52515,дубина,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52516,бабариченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52517,устенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52518,жарко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52519,царенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52520,рудько,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52521,ярош,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52522,копитко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52523,теліженко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52524,шаповал,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52525,єрошенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52526,яценко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52527,петренко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52528,прокопович,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52529,черненко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52530,аронець,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52531,рябошапка,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52532,алексюк,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52533,чабан,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52534,радченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52535,євдокименко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52536,колесниченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52537,баран,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52538,засенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52539,якимчук,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52540,бевз,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52541,фесенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52542,ковпак,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52543,оніщук,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52544,таран,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52545,олійник,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52546,лукаш,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52547,товстуха,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52548,рябченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52549,вишняк,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52550,вертипорох,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52551,сірченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52552,щорс,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52553,заєць,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52554,бабʼюк,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52555,данчук,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52556,рева,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52557,абрамчук,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52558,юхименко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52559,артюшенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52560,фастенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52561,оберемко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52562,андрощук,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52563,удовиченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52564,рубан,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52565,гавришкевич,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52566,сиротенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52567,остапчук,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52568,ісаєвич,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52569,демʼянчук,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52570,забашта,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52571,адаменко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52572,коваленко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52573,василашко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52574,овчаренко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52575,данилюк,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52576,черінько,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52577,павлик,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52578,гаврилюк,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52579,ванченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52580,удовенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52581,носаченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52582,андрійович,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52583,медведенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52584,височан,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52585,вдовиченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52586,сірко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52587,байрак,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52588,нестайко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52589,чередник,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52590,захаренко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52591,гаврилів,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52592,дейнеко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52593,савенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52594,харченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52595,супруненко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52596,михалюк,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52597,жадан,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52598,сіробаба,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52599,смик,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52600,артимишин,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52601,охріменко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52602,безбородьки,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52603,жайворон,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52604,дрозд,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52605,адамчук,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52606,шахрай,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52607,єфименко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52608,фартушняк,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52609,цибуленко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52610,кириленко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52611,данько,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52612,притула,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52613,батіг,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52614,гаєвський,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52615,вітрук,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52616,верхола,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52617,романчук,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52618,шведченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52619,яковенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52620,гаврилишин,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52621,товстоліс,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52622,пʼятаченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52623,онищенко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52624,франко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52625,шиян,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52626,чекалюк,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52627,бабиченко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52628,дробаха,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52629,симоненко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52630,короленко,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52631,стус,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
52632,шовкопляс,Lastname,Last,uk,ukrainian,uk_UA,Ukrainian
